win:	lose:	draw:
1000	506	396	98	0.4998999999800131
2000	562	339	99	0.4997999999600262
3000	564	346	90	0.49969999994003933
4000	561	348	91	0.49959999992005244
5000	582	307	111	0.49949999990006555
6000	578	318	104	0.49939999988007866
7000	573	325	102	0.49929999986009177
8000	581	304	115	0.4991999998401049
9000	601	280	119	0.499099999820118
10000	605	274	121	0.4989999998001311
11000	600	283	117	0.4988999997801442
12000	623	252	125	0.4987999997601573
13000	624	266	110	0.49869999974017043
14000	632	264	104	0.49859999972018354
15000	623	254	123	0.49849999970019665
16000	586	277	137	0.49839999968020976
17000	628	261	111	0.49829999966022287
18000	621	268	111	0.498199999640236
19000	603	269	128	0.4980999996202491
20000	636	246	118	0.4979999996002622
21000	631	236	133	0.4978999995802753
22000	630	256	114	0.4977999995602884
23000	641	248	111	0.49769999954030153
24000	597	299	104	0.49759999952031464
25000	624	266	110	0.49749999950032775
26000	636	257	107	0.49739999948034086
27000	608	273	119	0.49729999946035397
28000	614	264	122	0.4971999994403671
29000	621	272	107	0.4970999994203802
30000	632	249	119	0.4969999994003933
31000	648	229	123	0.4968999993804064
32000	627	264	109	0.4967999993604195
33000	647	248	105	0.49669999934043263
34000	624	252	124	0.49659999932044574
35000	626	267	107	0.49649999930045885
36000	630	263	107	0.49639999928047196
37000	662	239	99	0.49629999926048507
38000	652	250	98	0.4961999992404982
39000	654	236	110	0.4960999992205113
40000	634	262	104	0.4959999992005244
41000	638	245	117	0.4958999991805375
42000	654	241	105	0.4957999991605506
43000	638	255	107	0.49569999914056373
44000	659	222	119	0.49559999912057684
45000	656	228	116	0.49549999910058995
46000	659	244	97	0.49539999908060306
47000	667	236	97	0.49529999906061617
48000	661	215	124	0.4951999990406293
49000	651	228	121	0.4950999990206424
50000	655	234	111	0.4949999990006555
51000	652	251	97	0.4948999989806686
52000	656	249	95	0.4947999989606817
53000	643	252	105	0.49469999894069483
54000	651	235	114	0.49459999892070794
55000	642	244	114	0.49449999890072105
56000	633	247	120	0.49439999888073416
57000	626	248	126	0.49429999886074727
58000	651	245	104	0.4941999988407604
59000	669	241	90	0.4940999988207735
60000	668	236	96	0.4939999988007866
61000	686	217	97	0.4938999987807997
62000	672	237	91	0.4937999987608128
63000	672	232	96	0.49369999874082593
64000	656	231	113	0.49359999872083904
65000	664	222	114	0.49349999870085215
66000	654	229	117	0.49339999868086526
67000	650	237	113	0.49329999866087837
68000	664	220	116	0.4931999986408915
69000	660	243	97	0.4930999986209046
70000	660	229	111	0.4929999986009177
71000	651	258	91	0.4928999985809308
72000	651	240	109	0.4927999985609439
73000	664	232	104	0.49269999854095703
74000	656	232	112	0.49259999852097014
75000	681	211	108	0.49249999850098325
76000	658	230	112	0.49239999848099636
77000	638	258	104	0.49229999846100947
78000	680	218	102	0.4921999984410226
79000	656	235	109	0.4920999984210357
80000	661	221	118	0.4919999984010488
81000	642	258	100	0.4918999983810619
82000	665	246	89	0.491799998361075
83000	663	225	112	0.49169999834108813
84000	654	237	109	0.49159999832110124
85000	650	233	117	0.49149999830111435
86000	677	217	106	0.49139999828112746
87000	665	218	117	0.49129999826114057
88000	665	225	110	0.4911999982411537
89000	667	237	96	0.4910999982211668
90000	662	240	98	0.4909999982011799
91000	658	226	116	0.490899998181193
92000	680	225	95	0.4907999981612061
93000	679	220	101	0.49069999814121923
94000	664	241	95	0.49059999812123234
95000	653	224	123	0.49049999810124545
96000	649	252	99	0.49039999808125856
97000	663	240	97	0.49029999806127167
98000	649	251	100	0.4901999980412848
99000	656	250	94	0.4900999980212979
100000	669	237	94	0.489999998001311
101000	662	234	104	0.4898999979813241
102000	641	247	112	0.4897999979613372
103000	630	261	109	0.48969999794135033
104000	690	203	107	0.48959999792136344
105000	636	248	116	0.48949999790137655
106000	647	253	100	0.48939999788138966
107000	661	227	112	0.48929999786140277
108000	676	229	95	0.4891999978414159
109000	680	218	102	0.489099997821429
110000	658	227	115	0.4889999978014421
111000	681	230	89	0.4888999977814552
112000	678	232	90	0.4887999977614683
113000	663	245	92	0.48869999774148143
114000	665	227	108	0.48859999772149454
115000	663	238	99	0.48849999770150765
116000	651	239	110	0.48839999768152076
117000	660	235	105	0.48829999766153387
118000	668	224	108	0.488199997641547
119000	663	234	103	0.4880999976215601
120000	675	224	101	0.4879999976015732
121000	660	223	117	0.4878999975815863
122000	680	231	89	0.4877999975615994
123000	672	212	116	0.48769999754161253
124000	651	239	110	0.48759999752162564
125000	666	244	90	0.48749999750163875
126000	635	260	105	0.48739999748165186
127000	659	243	98	0.48729999746166497
128000	661	218	121	0.4871999974416781
129000	687	208	105	0.4870999974216912
130000	666	238	96	0.4869999974017043
131000	678	219	103	0.4868999973817174
132000	678	219	103	0.4867999973617305
133000	635	246	119	0.48669999734174363
134000	669	226	105	0.48659999732175674
135000	673	226	101	0.48649999730176985
136000	659	235	106	0.48639999728178296
137000	695	207	98	0.48629999726179607
138000	667	236	97	0.4861999972418092
139000	673	229	98	0.4860999972218223
140000	663	241	96	0.4859999972018354
141000	697	207	96	0.4858999971818485
142000	661	229	110	0.4857999971618616
143000	678	217	105	0.48569999714187473
144000	678	236	86	0.48559999712188784
145000	689	213	98	0.48549999710190095
146000	665	239	96	0.48539999708191406
147000	670	219	111	0.48529999706192717
148000	661	232	107	0.4851999970419403
149000	680	220	100	0.4850999970219534
150000	688	220	92	0.4849999970019665
151000	679	217	104	0.4848999969819796
152000	651	222	127	0.4847999969619927
153000	700	227	73	0.48469999694200583
154000	671	218	111	0.48459999692201894
155000	662	227	111	0.48449999690203205
